id,name,category,school_id,riasec_code,heat,employment_rate,intro,core_courses,career_paths,industry_outlook,suits
M02304,中医学,医学,S023,IS,40,0.798,中医学属于医学门类，系统学习该领域的基础理论与专业技能。,医学基础|专业核心课|实践与实验|前沿专题,医学相关技术岗|行业研发/管理|深造读研|考公考编,医学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对医学领域有兴趣、愿意系统学习的人。
M02305,电子信息工程,工学,S023,RI,81,0.942,研究信号、电路与通信，连接软硬件，是信息时代的硬件底座。,电路分析|信号与系统|数字电路|通信原理|嵌入式系统,硬件工程师|嵌入式开发|通信工程师|芯片相关岗位,受益于半导体与智能硬件国产化，硬核方向前景广阔。,喜欢动手做电路、对软硬结合感兴趣、踏实严谨的人。
M02401,护理学,医学,S024,SC,59,0.882,培养专业护理人才，是医疗体系不可或缺的一环。,基础护理学|内外科护理|解剖生理|药理学|急救护理,临床护士|专科护士|社区护理|护理管理,老龄化带来持续需求，就业率高、岗位稳定。,细心耐心、有爱心、能适应轮班、乐于照护他人的人。
M02402,市场营销,管理学,S024,EC,43,0.789,市场营销属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M02403,数学与应用数学,理学,S024,IC,71,0.781,研究数学理论及其应用，是众多学科与高薪行业的'万金油'底座。,数学分析|高等代数|概率论|实变函数|数值分析,数据/算法岗|金融量化|教师|深造科研,数学好可转码、转金融、转 AI，路径宽但需继续深造。,逻辑严密、热爱抽象思考、不畏惧难题的人。
M02404,园艺,农学,S024,RI,46,0.81,园艺属于农学门类，系统学习该领域的基础理论与专业技能。,农学基础|专业核心课|实践与实验|前沿专题,农学相关技术岗|行业研发/管理|深造读研|考公考编,农学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对农学领域有兴趣、愿意系统学习的人。
M02405,计算机科学与技术,工学,S024,IR,94,0.917,研究计算机系统与软件，教你如何让机器按你的想法运转。,数据结构|操作系统|计算机网络|算法设计|数据库原理,软件工程师|算法工程师|后端/前端开发|数据工程师,数字经济核心赛道，人才需求长期旺盛，薪资水平居前列。,喜欢逻辑推理、爱钻研、能坐得住、对新技术好奇的人。
M02406,心理学,理学,S024,IS,73,0.754,研究心理与行为规律，兼具科学性与助人价值。,普通心理学|实验心理学|心理统计|认知心理学|心理测量,心理咨询|用户研究|人力资源|教育/科研,心理健康需求上升，但临床岗位多需深造与资质。,对人感兴趣、善于观察倾听、理性与共情兼备的人。
M02501,保险学,经济学,S025,IE,47,0.764,保险学属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M02502,心理学,理学,S025,IS,67,0.804,研究心理与行为规律，兼具科学性与助人价值。,普通心理学|实验心理学|心理统计|认知心理学|心理测量,心理咨询|用户研究|人力资源|教育/科研,心理健康需求上升，但临床岗位多需深造与资质。,对人感兴趣、善于观察倾听、理性与共情兼备的人。
M02503,国际经济与贸易,经济学,S025,IE,43,0.823,国际经济与贸易属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M02504,广告学,文学,S025,AS,43,0.799,广告学属于文学门类，系统学习该领域的基础理论与专业技能。,文学基础|专业核心课|实践与实验|前沿专题,文学相关技术岗|行业研发/管理|深造读研|考公考编,文学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对文学领域有兴趣、愿意系统学习的人。
M02505,护理学,医学,S025,SC,52,0.919,培养专业护理人才，是医疗体系不可或缺的一环。,基础护理学|内外科护理|解剖生理|药理学|急救护理,临床护士|专科护士|社区护理|护理管理,老龄化带来持续需求，就业率高、岗位稳定。,细心耐心、有爱心、能适应轮班、乐于照护他人的人。
M02506,预防医学,医学,S025,IS,39,0.796,预防医学属于医学门类，系统学习该领域的基础理论与专业技能。,医学基础|专业核心课|实践与实验|前沿专题,医学相关技术岗|行业研发/管理|深造读研|考公考编,医学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对医学领域有兴趣、愿意系统学习的人。
M02507,财政学,经济学,S025,IE,41,0.76,财政学属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M02508,软件工程,工学,S025,IC,91,0.985,侧重大型软件的工程化开发与团队协作，偏'造软件'的工程实践。,软件工程导论|面向对象设计|软件测试|项目管理|Web 开发,软件开发工程师|测试工程师|项目经理|运维开发,与计算机科学高度相近，工程岗位需求稳定，落地性强。,动手能力强、喜欢做出可用产品、注重规范与协作的人。
M02601,园艺,农学,S026,RI,50,0.769,园艺属于农学门类，系统学习该领域的基础理论与专业技能。,农学基础|专业核心课|实践与实验|前沿专题,农学相关技术岗|行业研发/管理|深造读研|考公考编,农学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对农学领域有兴趣、愿意系统学习的人。
M02602,市场营销,管理学,S026,EC,51,0.816,市场营销属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M02603,心理学,理学,S026,IS,68,0.754,研究心理与行为规律，兼具科学性与助人价值。,普通心理学|实验心理学|心理统计|认知心理学|心理测量,心理咨询|用户研究|人力资源|教育/科研,心理健康需求上升，但临床岗位多需深造与资质。,对人感兴趣、善于观察倾听、理性与共情兼备的人。
M02604,环境设计,艺术学,S026,AE,49,0.831,环境设计属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M02605,预防医学,医学,S026,IS,40,0.768,预防医学属于医学门类，系统学习该领域的基础理论与专业技能。,医学基础|专业核心课|实践与实验|前沿专题,医学相关技术岗|行业研发/管理|深造读研|考公考编,医学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对医学领域有兴趣、愿意系统学习的人。
M02606,材料科学与工程,工学,S026,RI,48,0.847,材料科学与工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M02607,新闻学,文学,S026,AE,58,0.75,研究新闻传播规律，培养采写编评与全媒体内容能力。,新闻学概论|采访写作|传播学|新媒体|媒介伦理,记者/编辑|新媒体运营|公关/品牌|内容创作,传统媒体收缩、新媒体扩张，复合内容人才仍被需要。,好奇心强、善表达、反应快、关注社会议题的人。
M02701,土木工程,工学,S027,RC,55,0.824,研究房屋、桥梁、道路等基础设施的设计与建造。,结构力学|混凝土结构|土力学|工程测量|施工技术,结构工程师|施工管理|造价工程师|设计院技术岗,基建增速放缓，转向运维、地下空间与新基建方向。,踏实能吃苦、愿意下现场、对工程建造有兴趣的人。
M02702,体育教育,教育学,S027,SI,40,0.828,体育教育属于教育学门类，系统学习该领域的基础理论与专业技能。,教育学基础|专业核心课|实践与实验|前沿专题,教育学相关技术岗|行业研发/管理|深造读研|考公考编,教育学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对教育学领域有兴趣、愿意系统学习的人。
M02703,生物医学工程,工学,S027,RI,50,0.828,生物医学工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M02704,动物科学,农学,S027,RI,41,0.826,动物科学属于农学门类，系统学习该领域的基础理论与专业技能。,农学基础|专业核心课|实践与实验|前沿专题,农学相关技术岗|行业研发/管理|深造读研|考公考编,农学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对农学领域有兴趣、愿意系统学习的人。
M02705,人工智能,工学,S027,IR,93,0.964,研究让机器具备感知、学习与决策能力，是近年最热门的新工科。,机器学习|深度学习|概率统计|线性代数|自然语言处理,算法工程师|机器学习工程师|数据科学家|AI 产品研发,技术风口，头部企业争抢人才，但对数学与科研能力要求高。,数学好、喜欢探索前沿、有耐心做实验调参的人。
M02706,人力资源管理,管理学,S027,EC,42,0.777,人力资源管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M02707,国际经济与贸易,经济学,S027,IE,39,0.755,国际经济与贸易属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M02708,物理学,理学,S027,IR,65,0.782,探索物质与能量的基本规律，是众多工科与高新技术的源头。,力学|电磁学|量子力学|热力学统计物理|电动力学,科研深造|半导体/光电|教育|技术研发,基础学科，深造后在芯片、新材料、科研领域有空间。,好奇心强、数理拔尖、有志于科研或高新技术的人。
M02801,生物医学工程,工学,S028,RI,48,0.761,生物医学工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M02802,环境设计,艺术学,S028,AE,48,0.752,环境设计属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M02803,社会学,法学,S028,SE,48,0.784,社会学属于法学门类，系统学习该领域的基础理论与专业技能。,法学基础|专业核心课|实践与实验|前沿专题,法学相关技术岗|行业研发/管理|深造读研|考公考编,法学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对法学领域有兴趣、愿意系统学习的人。
M02804,政治学与行政学,法学,S028,SE,49,0.817,政治学与行政学属于法学门类，系统学习该领域的基础理论与专业技能。,法学基础|专业核心课|实践与实验|前沿专题,法学相关技术岗|行业研发/管理|深造读研|考公考编,法学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对法学领域有兴趣、愿意系统学习的人。
M02805,环境科学,理学,S028,IR,39,0.771,环境科学属于理学门类，系统学习该领域的基础理论与专业技能。,理学基础|专业核心课|实践与实验|前沿专题,理学相关技术岗|行业研发/管理|深造读研|考公考编,理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对理学领域有兴趣、愿意系统学习的人。
M02901,机械工程,工学,S029,RI,75,0.828,研究机器的设计、制造与运行，是工业体系的基础学科。,理论力学|材料力学|机械设计|工程制图|制造技术,机械设计工程师|工艺工程师|结构工程师|智能制造,传统工科底盘扎实，向智能制造、新能源装备升级。,空间想象力好、喜欢机械与动手实践、稳重的人。
M02902,物流管理,管理学,S029,EC,44,0.817,物流管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M02903,经济学,经济学,S029,IE,78,0.833,研究资源配置与经济运行规律，培养理性分析经济问题的能力。,微观经济学|宏观经济学|计量经济学|货币银行学|财政学,银行/证券|政策研究|咨询|企业经济分析,口径宽、平台高，名校背景与量化能力是关键。,对社会经济现象感兴趣、逻辑与数理兼备的人。
M02904,工商管理,管理学,S029,ES,59,0.841,学习企业经营管理的通识，培养综合管理与商业思维。,管理学|市场营销|组织行为学|财务管理|战略管理,管培生|运营/市场|人力资源|创业,口径宽但偏通识，需用实习与技能形成差异化竞争力。,善于沟通协调、有领导欲、喜欢与人和业务打交道的人。
M02905,人力资源管理,管理学,S029,EC,50,0.825,人力资源管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M02906,学前教育,教育学,S029,SA,50,0.835,培养幼儿教育人才，重视儿童发展与综合素养。,学前心理学|学前教育学|幼儿园课程|儿童游戏|艺术技能,幼儿教师|早教|幼教管理|儿童产品,学前普惠政策推进，持证就业需求稳定。,喜欢孩子、有亲和力与艺术表现力、耐心细致的人。
M02907,化学,理学,S029,IR,54,0.796,研究物质的组成、性质与变化，连接材料、能源与生命科学。,无机化学|有机化学|分析化学|物理化学|结构化学,材料/化工研发|制药|质检分析|科研深造,需深造提升竞争力，新能源与新材料带来新机会。,喜欢做实验、对微观世界好奇、细致耐心的人。
M02908,新闻学,文学,S029,AE,62,0.793,研究新闻传播规律，培养采写编评与全媒体内容能力。,新闻学概论|采访写作|传播学|新媒体|媒介伦理,记者/编辑|新媒体运营|公关/品牌|内容创作,传统媒体收缩、新媒体扩张，复合内容人才仍被需要。,好奇心强、善表达、反应快、关注社会议题的人。
M03001,动物科学,农学,S030,RI,51,0.785,动物科学属于农学门类，系统学习该领域的基础理论与专业技能。,农学基础|专业核心课|实践与实验|前沿专题,农学相关技术岗|行业研发/管理|深造读研|考公考编,农学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对农学领域有兴趣、愿意系统学习的人。
M03002,生物医学工程,工学,S030,RI,42,0.776,生物医学工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M03003,物流管理,管理学,S030,EC,43,0.815,物流管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M03004,学前教育,教育学,S030,SA,49,0.805,培养幼儿教育人才，重视儿童发展与综合素养。,学前心理学|学前教育学|幼儿园课程|儿童游戏|艺术技能,幼儿教师|早教|幼教管理|儿童产品,学前普惠政策推进，持证就业需求稳定。,喜欢孩子、有亲和力与艺术表现力、耐心细致的人。
M03005,体育教育,教育学,S030,SI,46,0.75,体育教育属于教育学门类，系统学习该领域的基础理论与专业技能。,教育学基础|专业核心课|实践与实验|前沿专题,教育学相关技术岗|行业研发/管理|深造读研|考公考编,教育学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对教育学领域有兴趣、愿意系统学习的人。
M03006,自动化,工学,S030,RI,81,0.835,研究如何让系统自动控制运行，横跨机器人、工业与智能装备。,自动控制原理|电机与拖动|传感器技术|单片机|过程控制,控制工程师|机器人研发|工业自动化|电气工程师,智能制造主力专业，应用面广、就业口径宽。,喜欢系统思维、软硬通吃、对机器人/智能装备感兴趣的人。
M03101,电子信息工程,工学,S031,RI,86,0.947,研究信号、电路与通信，连接软硬件，是信息时代的硬件底座。,电路分析|信号与系统|数字电路|通信原理|嵌入式系统,硬件工程师|嵌入式开发|通信工程师|芯片相关岗位,受益于半导体与智能硬件国产化，硬核方向前景广阔。,喜欢动手做电路、对软硬结合感兴趣、踏实严谨的人。
M03102,化学,理学,S031,IR,46,0.728,研究物质的组成、性质与变化，连接材料、能源与生命科学。,无机化学|有机化学|分析化学|物理化学|结构化学,材料/化工研发|制药|质检分析|科研深造,需深造提升竞争力，新能源与新材料带来新机会。,喜欢做实验、对微观世界好奇、细致耐心的人。
M03103,计算机科学与技术,工学,S031,IR,95,0.914,研究计算机系统与软件，教你如何让机器按你的想法运转。,数据结构|操作系统|计算机网络|算法设计|数据库原理,软件工程师|算法工程师|后端/前端开发|数据工程师,数字经济核心赛道，人才需求长期旺盛，薪资水平居前列。,喜欢逻辑推理、爱钻研、能坐得住、对新技术好奇的人。
M03104,通信工程,工学,S031,RI,82,0.866,研究信息如何高效可靠地传输，从 5G 到卫星通信都在其中。,通信原理|信号处理|电磁场与电磁波|移动通信|网络技术,通信工程师|网络工程师|运营商技术岗|设备研发,5G/6G 与物联网持续推进，行业需求稳健。,喜欢数理、关注网络与无线技术的人。
M03105,口腔医学,医学,S031,IR,94,0.841,专注口腔颌面疾病的诊治，动手性强、职业回报较高。,口腔解剖生理|口腔组织病理|牙体牙髓病学|口腔修复学,口腔医生|正畸/修复医生|私立诊所|口腔医院,消费医疗增长快，执业灵活、收入弹性大。,手巧细致、有耐心、喜欢与人打交道又偏技术的人。
M03106,会计学,管理学,S031,CE,72,0.845,学习如何记录与分析企业的经济活动，是企业的'商业语言'。,基础会计|财务会计|成本会计|审计学|税法,会计/财务|审计|税务|财务分析,岗位稳定需求大，考取 CPA 等证书可显著提升前景。,细心、严谨、喜欢和数字打交道、追求稳定的人。
M03201,物理学,理学,S032,IR,66,0.73,探索物质与能量的基本规律，是众多工科与高新技术的源头。,力学|电磁学|量子力学|热力学统计物理|电动力学,科研深造|半导体/光电|教育|技术研发,基础学科，深造后在芯片、新材料、科研领域有空间。,好奇心强、数理拔尖、有志于科研或高新技术的人。
M03202,测控技术与仪器,工学,S032,RI,48,0.77,测控技术与仪器属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M03203,物流管理,管理学,S032,EC,47,0.819,物流管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M03204,音乐学,艺术学,S032,AE,43,0.809,音乐学属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M03205,自动化,工学,S032,RI,73,0.888,研究如何让系统自动控制运行，横跨机器人、工业与智能装备。,自动控制原理|电机与拖动|传感器技术|单片机|过程控制,控制工程师|机器人研发|工业自动化|电气工程师,智能制造主力专业，应用面广、就业口径宽。,喜欢系统思维、软硬通吃、对机器人/智能装备感兴趣的人。
M03206,工商管理,管理学,S032,ES,65,0.794,学习企业经营管理的通识，培养综合管理与商业思维。,管理学|市场营销|组织行为学|财务管理|战略管理,管培生|运营/市场|人力资源|创业,口径宽但偏通识，需用实习与技能形成差异化竞争力。,善于沟通协调、有领导欲、喜欢与人和业务打交道的人。
M03207,会计学,管理学,S032,CE,78,0.843,学习如何记录与分析企业的经济活动，是企业的'商业语言'。,基础会计|财务会计|成本会计|审计学|税法,会计/财务|审计|税务|财务分析,岗位稳定需求大，考取 CPA 等证书可显著提升前景。,细心、严谨、喜欢和数字打交道、追求稳定的人。
M03208,人力资源管理,管理学,S032,EC,49,0.835,人力资源管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M03301,通信工程,工学,S033,RI,85,0.881,研究信息如何高效可靠地传输，从 5G 到卫星通信都在其中。,通信原理|信号处理|电磁场与电磁波|移动通信|网络技术,通信工程师|网络工程师|运营商技术岗|设备研发,5G/6G 与物联网持续推进，行业需求稳健。,喜欢数理、关注网络与无线技术的人。
M03302,汉语言文学,文学,S033,AS,52,0.785,研究中国语言文学，是文科'母机'专业，口径宽、底蕴深。,现代汉语|古代汉语|中国古代文学|文学理论|写作,教师|编辑/新媒体|文案|公务员/文秘,考编考公友好，内容行业需要优秀的文字能力。,热爱阅读写作、语言感受力强、表达细腻的人。
M03303,材料科学与工程,工学,S033,RI,44,0.788,材料科学与工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M03304,政治学与行政学,法学,S033,SE,47,0.815,政治学与行政学属于法学门类，系统学习该领域的基础理论与专业技能。,法学基础|专业核心课|实践与实验|前沿专题,法学相关技术岗|行业研发/管理|深造读研|考公考编,法学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对法学领域有兴趣、愿意系统学习的人。
M03305,信息管理与信息系统,管理学,S033,EC,39,0.83,信息管理与信息系统属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M03306,测控技术与仪器,工学,S033,RI,46,0.813,测控技术与仪器属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M03401,财政学,经济学,S034,IE,45,0.809,财政学属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M03402,物理学,理学,S034,IR,62,0.803,探索物质与能量的基本规律，是众多工科与高新技术的源头。,力学|电磁学|量子力学|热力学统计物理|电动力学,科研深造|半导体/光电|教育|技术研发,基础学科，深造后在芯片、新材料、科研领域有空间。,好奇心强、数理拔尖、有志于科研或高新技术的人。
M03403,生物医学工程,工学,S034,RI,50,0.847,生物医学工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M03404,会计学,管理学,S034,CE,75,0.905,学习如何记录与分析企业的经济活动，是企业的'商业语言'。,基础会计|财务会计|成本会计|审计学|税法,会计/财务|审计|税务|财务分析,岗位稳定需求大，考取 CPA 等证书可显著提升前景。,细心、严谨、喜欢和数字打交道、追求稳定的人。
M03405,新闻学,文学,S034,AE,62,0.747,研究新闻传播规律，培养采写编评与全媒体内容能力。,新闻学概论|采访写作|传播学|新媒体|媒介伦理,记者/编辑|新媒体运营|公关/品牌|内容创作,传统媒体收缩、新媒体扩张，复合内容人才仍被需要。,好奇心强、善表达、反应快、关注社会议题的人。
M03406,音乐学,艺术学,S034,AE,49,0.767,音乐学属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M03407,统计学,理学,S034,IC,81,0.839,研究如何从数据中提取规律，是数据科学时代的核心方法学。,概率论|数理统计|回归分析|多元统计|机器学习,数据分析师|数据科学家|风控/精算|市场研究,各行业数字化都需要数据人才，应用广、需求旺。,对数据敏感、喜欢用量化方法解决问题的人。
M03501,数学与应用数学,理学,S035,IC,71,0.817,研究数学理论及其应用，是众多学科与高薪行业的'万金油'底座。,数学分析|高等代数|概率论|实变函数|数值分析,数据/算法岗|金融量化|教师|深造科研,数学好可转码、转金融、转 AI，路径宽但需继续深造。,逻辑严密、热爱抽象思考、不畏惧难题的人。
M03502,口腔医学,医学,S035,IR,87,0.925,专注口腔颌面疾病的诊治，动手性强、职业回报较高。,口腔解剖生理|口腔组织病理|牙体牙髓病学|口腔修复学,口腔医生|正畸/修复医生|私立诊所|口腔医院,消费医疗增长快，执业灵活、收入弹性大。,手巧细致、有耐心、喜欢与人打交道又偏技术的人。
M03503,材料科学与工程,工学,S035,RI,45,0.843,材料科学与工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M03504,体育教育,教育学,S035,SI,39,0.836,体育教育属于教育学门类，系统学习该领域的基础理论与专业技能。,教育学基础|专业核心课|实践与实验|前沿专题,教育学相关技术岗|行业研发/管理|深造读研|考公考编,教育学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对教育学领域有兴趣、愿意系统学习的人。
M03505,汉语言文学,文学,S035,AS,60,0.753,研究中国语言文学，是文科'母机'专业，口径宽、底蕴深。,现代汉语|古代汉语|中国古代文学|文学理论|写作,教师|编辑/新媒体|文案|公务员/文秘,考编考公友好，内容行业需要优秀的文字能力。,热爱阅读写作、语言感受力强、表达细腻的人。
M03506,生物科学,理学,S035,IR,44,0.671,研究生命现象与规律，是生物医药与现代农业的科学基础。,普通生物学|生物化学|分子生物学|细胞生物学|遗传学,生物医药研发|科研深造|检测分析|生物技术,需深造，生物医药长期向好但成才周期较长。,热爱生命科学、愿意读研深造、能耐住科研寂寞的人。
M03507,测控技术与仪器,工学,S035,RI,40,0.847,测控技术与仪器属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M03601,物理学,理学,S036,IR,56,0.809,探索物质与能量的基本规律，是众多工科与高新技术的源头。,力学|电磁学|量子力学|热力学统计物理|电动力学,科研深造|半导体/光电|教育|技术研发,基础学科，深造后在芯片、新材料、科研领域有空间。,好奇心强、数理拔尖、有志于科研或高新技术的人。
M03602,动物科学,农学,S036,RI,41,0.816,动物科学属于农学门类，系统学习该领域的基础理论与专业技能。,农学基础|专业核心课|实践与实验|前沿专题,农学相关技术岗|行业研发/管理|深造读研|考公考编,农学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对农学领域有兴趣、愿意系统学习的人。
M03603,广告学,文学,S036,AS,39,0.804,广告学属于文学门类，系统学习该领域的基础理论与专业技能。,文学基础|专业核心课|实践与实验|前沿专题,文学相关技术岗|行业研发/管理|深造读研|考公考编,文学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对文学领域有兴趣、愿意系统学习的人。
